index,question,answer,top_score,judge_failed,pred_relevance,pred_utilization,pred_completeness,pred_adherence,gt_relevance,gt_utilization,gt_completeness,gt_adherence
15,What are the steps to reset network?,"According to Document 1, the steps to reset network are:

1. Go to Settings
2. Go to General
3. Go to Network
4. Select Reset
5. Select Network
6. Select Try Now
Restore the network settings to the factory default.",3.3348727226257324,False,0.5,0.375,0.75,1.0,0.037037037037037035,0.037037037037037035,1.0,0.0
16,How do I view a list of mobile devices registered to the TV?,"According to Document 1, you can view, edit, or remove a list of mobile devices registered to the TV in the Device List View.",7.133103847503662,False,0.0909,0.0909,1.0,1.0,0.1111111111111111,0.07407407407407407,0.6666666666666666,1.0
17,I get this error 'some files cannot be played'. How do I fix this?,"According to Document 1, when files don't play, you can try to resolve the problem by checking if the issue is with high-bitrate files. 

Try this:

1. Check if the file is a high-bitrate file (as mentioned in Document 2).
2. If it is, try playing a different file to see if the issue is specific to ",4.97526216506958,False,0.8,0.5,0.625,0.8,0.21052631578947367,0.15789473684210525,0.25,0.0
18,How do I set scheduled viewing time?,"To set a scheduled viewing time, you must first set the TV's clock (Settings > General > System Manager > Time > Clock).",9.274639129638672,False,0.4444,0.2222,0.5,1.0,0.35,0.15,0.42857142857142855,1.0
19,Can I scan TV for malicious code ?,"According to Document 1: Yes, you can scan the TV and connected storage for malicious code by going to Settings > General System Manager > Smart Security > Scan.",8.683316230773926,False,0.2727,0.2727,1.0,1.0,0.7692307692307693,0.5384615384615384,0.7,1.0
20,What is decor and how to set wallpaper of the Ambient Mode screen?,"According to Document 1, the feature is called ""Photo"" and it allows you to set a picture stored in your mobile device as the wallpaper of the Ambient Mode screen.

To set the wallpaper, you can follow the steps in Document 3: Take a picture of a wall using the SmartThings app on your mobile device ",3.914935350418091,False,0.2222,0.3333,1.0,1.0,0.12244897959183673,0.12244897959183673,1.0,1.0
21,Can I request service I am having problem with the TV?,"Yes, you can request service when you encounter a problem with the TV. (Document 1: Settings Support Request Support Try Now You can request service when you encounter a problem with the TV)",8.421788215637207,False,0.2,0.2,1.0,1.0,0.5625,0.375,0.6666666666666666,1.0
22,From where I can see program information?,"According to Document 1, Document 2, Document 3, and Document 5, you can see program information from the ""Program Info window"" which appears after pressing the ""Select"" button while watching TV.",2.6667442321777344,False,0.6667,0.6667,1.0,1.0,0.6111111111111112,0.5555555555555556,0.9090909090909091,1.0
23,What is source and how to serch data for channels?,"According to Document 1, the source is the input source that has been selected. To confirm that the correct input source has been selected, you should:

1. Select Source
2. If the TV is not connected to a cable box or satellite box, run Auto Program to search for channels.",-2.3401951789855957,False,0.2727,0.2727,1.0,1.0,0.21739130434782608,0.21739130434782608,0.8,1.0
24,How can I change Antenna type?,"Unfortunately, I cannot find any information in the provided documents about changing the antenna type. The documents mention using signal strength information to adjust the antenna (Document 1), connecting an antenna cable (Document 2), and changing the broadcast signal (Document 5), but none of th",-0.1432226598262787,False,0.0,0.3333,0.0,1.0,0.1111111111111111,0.2222222222222222,1.0,0.0
25,Can I turn on the TV with a mobile device?,"According to Document 1, yes, you can turn on the TV with your mobile device when both of them are connected to the same network.",9.155753135681152,False,0.4286,0.2857,0.6667,1.0,0.13636363636363635,0.13636363636363635,1.0,1.0
26,What is the function of 'Learn TV Remote'?,"According to Document 1, the function of 'Learn TV Remote' is: ""This function helps individuals with a visual impairment to learn the positions of the buttons on the remote control.""",7.339172840118408,False,0.2,0.2,1.0,1.0,0.04878048780487805,0.04878048780487805,1.0,1.0
27,Can I select Ambient Light Detection ?,"According to Document 3: Minimum Backlight Try Now, When Ambient Light Detection is turned on, you can manually adjust the minimum brightness of the TV screen.",7.807829856872559,False,0.6,0.2,0.3333,1.0,0.08333333333333333,0.020833333333333332,0.25,1.0
28,How do I fix odd sound of speaker?,"To fix the odd sound of the speaker, I recommend trying the following steps:

1. Press the Select button to change the sound mode (Document 3).
2. If that doesn't work, try changing the audio output by pressing the Select button (Document 4).
3. If the issue persists, try making fine adjustments by ",2.4399712085723877,False,0.625,0.375,0.6,1.0,0.5714285714285714,0.25,0.4375,1.0
29,How can I search for the channels?,"To search for channels, follow these steps:

1. Select Source (Document 2)
2. Run Auto Program to search for channels (Document 2)

Note: If the TV is not connected to a cable box or satellite box, running Auto Program will search for channels.",5.225121974945068,False,0.8182,0.3636,0.4444,1.0,0.5454545454545454,0.30303030303030304,0.5555555555555556,1.0
