index,question,answer,top_score,judge_failed,pred_relevance,pred_utilization,pred_completeness,pred_adherence,gt_relevance,gt_utilization,gt_completeness,gt_adherence
10,what was the percentage change in the cash dividends paid per common share from 2006 to 2007,"The cash dividends paid per common share in 2006 was $1.08 and in 2007 was $1.11.

Percentage change = ((New Value - Old Value) / Old Value) * 100
Percentage change = (($1.11 - $1.08) / $1.08) * 100
Percentage change = (0.03 / 1.08) * 100
Percentage change = 2.78%",8.764383316040039,False,0.0417,0.0417,1.0,1.0,0.034482758620689655,0.034482758620689655,1.0,1.0
11,what is the after-tax share-based compensation cost in 2010?,"The share-based compensation cost in 2010 was $18.1 million. The income tax benefit was $ -6.3 million.

After-tax share-based compensation cost = Share-based compensation cost + Income tax benefit
After-tax share-based compensation cost = $18.1 million + (-$6.3 million) = $11.8 million.",6.575504302978516,False,0.2,0.2,1.0,0.75,0.04,0.04,1.0,1.0
12,"what was the average for ""other"" loans held in 2012 and 2011?","Loans held-for-sale were $4406 million in 2012 and $2524 million in 2011.

Average = ($4406 + $2524) / 2 = $3465 million.",5.690023422241211,False,0.0455,0.0455,1.0,1.0,0.034482758620689655,0.034482758620689655,1.0,1.0
13,what is the percentage change in total financial liabilities at fair value in 2012?,"The total financial liabilities at fair value in 2012 were $377,677 million. The total financial liabilities at fair value in 2013 were $355,173 million.

Percentage change = ((2013 Value - 2012 Value) / 2012 Value) * 100
Percentage change = (($355,173 - $377,677) / $377,677) * 100
Percentage change",5.055806636810303,False,0.1,0.1,1.0,1.0,0.06666666666666667,0.06666666666666667,1.0,1.0
14,"what are the net revenues in investment management in 2016 , in billions?","$6.22 billion in 2017 was 7% higher than 2016.
2017 investment management revenues: $6.22 billion
2017 investment management revenues: $5.80 billion
To find 2016 investment management revenues, we can use the following formula:
2016 = 2017 / (1 + percentage increase)
2016 = $6.22 / (1 + 0.07) = $5.8",8.695470809936523,False,0.0435,0.087,1.0,0.7143,0.02857142857142857,0.02857142857142857,1.0,1.0
15,was was the total amount spent on stock repurchases in december 2012?,"In December 2012, the total amount spent on stock repurchases was approximately $46.0 million (Document 2) + $8 million (Document 4) = $54.0 million.",8.529592514038086,False,0.0667,0.1333,1.0,0.0,0.09090909090909091,0.0,0.0,0.0
16,what was the net change in tax positions in 2014,"Here's the breakdown of the net change in tax positions in 2014, based on the provided documents:

**Document 2:**

*   Increases in current period tax positions: $53,818
*   Decreases in prior period measurement of tax positions: -$36,528
*   Net change: $53,818 - $36,528 = $17,290

**Document 3:**",3.998673439025879,False,0.1667,0.125,0.75,0.9333,0.038461538461538464,0.038461538461538464,1.0,1.0
17,what portion of the total noncancelable future lease commitments are due in fiscal year of 2019?,"The total noncancelable future lease commitments are $559.3 million. The operating leases for fiscal 2019 are $137.4 million.

Portion due in fiscal year 2019 = ($137.4 / $559.3) * 100% = 24.55%.",4.061861991882324,False,0.0556,0.0556,1.0,1.0,0.1,0.05,0.5,1.0
18,"in millions for 2012 and 2011 , what was the maximum tier 2 capital?",Tier 2 capital was $39 million in 2012 and $6 million in 2011.,6.347006320953369,False,0.0476,0.0476,1.0,1.0,0.038461538461538464,0.038461538461538464,1.0,1.0
19,what portion of the total restricted units will vest in 2011?,"Based on Document 1, 8000 restricted stock units will vest on January 25, 2011. Document 5 states restricted units are generally time-based awards with a vesting period of two to five years. Document 6 states the total fair value of share awards vested in 2011 was $10.8 million. I cannot determine t",2.067432403564453,False,0.0526,0.1579,1.0,1.0,0.037037037037037035,0.037037037037037035,1.0,1.0
20,what was the percent change in number of shares purchased by employees between 2010 and 2011,"The number of shares purchased in 2010 was 2.7 million, and in 2011 it was 2.2 million.

Percent change = ((New Value - Old Value) / Old Value) * 100
Percent change = ((2.2 - 2.7) / 2.7) * 100 = -18.52%

The percent change is -18.52%.",6.486034393310547,False,0.0556,0.0556,1.0,0.75,0.03571428571428571,0.03571428571428571,1.0,1.0
21,what was the percent of the total gains that was from the sales of land,"Here's the breakdown of the calculation:

**2001:**

*   Gain on land sales: $5080
*   Total: $45708
*   Percentage: ($5080 / $45708) * 100 = 1.11%

**2000:**

*   Gain on land sales: $9165
*   Total: $60692
*   Percentage: ($9165 / $60692) * 100 = 15.13%

**2003:**

*   Gain on land sales: $7695
* ",1.6207027435302734,False,0.0909,0.0909,1.0,1.0,0.03571428571428571,0.03571428571428571,1.0,1.0
22,what was the percentual decrease observed in the liabilities for accrued interest and penalties during 2012 and 2013?,"Liabilities for accrued interest and penalties were $665 million in 2013 and $1.2 billion in 2012.

Percentage decrease = (($1.2 billion - $665 million) / $1.2 billion) * 100% = (535 million / 1200 million) * 100% = 44.58%.",4.837413787841797,False,0.0667,0.0667,1.0,1.0,0.03225806451612903,0.03225806451612903,1.0,1.0
23,what portion of the total estimated purchase price is paid in cash?,"The cash portion of the consideration is $2,094,800. The total estimated purchase price is $6,156,900.

Cash portion as a percentage of total purchase price: ($2,094,800 / $6,156,900) * 100% = 34.02%.",5.402629375457764,False,0.0625,0.0625,1.0,1.0,0.15789473684210525,0.05263157894736842,0.3333333333333333,1.0
24,as a result of the sales of certain non-core towers and other assets what was the percent of the change in the recorded ,"The recorded net losses from 2007 to 2008 were $9.2 million and $10.5 million, respectively.

Change = ($10.5 million - $9.2 million) = $1.3 million
Percent Change = ($1.3 million / $9.2 million) * 100% = 14.13%",5.760815143585205,False,0.2,0.2,1.0,0.0,0.12121212121212122,0.06060606060606061,0.5,0.0
25,what was the percentage rent increase between 2007 and 2008?,"Rent expense was $205 million in 2007 and $216 million in 2008.

Percentage increase = (($216 - $205) / $205) * 100 = (11 / 205) * 100 = 5.37%.",3.1762006282806396,False,0.05,0.05,1.0,1.0,0.03225806451612903,0.03225806451612903,1.0,1.0
26,what was the percentage change in the the research and development costs from 2014 to 2015,"The research and development expense was $86 million in 2014 and $119 million in 2015.

Percentage change = ((2015 value - 2014 value) / 2014 value) * 100
Percentage change = (($119 million - $86 million) / $86 million) * 100
Percentage change = (33 million / 86 million) * 100
Percentage change = 38",5.267816543579102,False,0.0667,0.0667,1.0,1.0,0.03571428571428571,0.03571428571428571,1.0,1.0
27,what was the lowest effective tax rate in the three year period?,"The lowest effective tax rate in the three-year period (2011, 2012, and 2013) was 27.8% in 2011. (Document 4)",0.086688332259655,False,0.1,0.1,1.0,0.5,0.08333333333333333,0.08333333333333333,1.0,1.0
28,what was the percentage growth in the dividend yield from 2007 to 2008,"Dividend yield in 2007 was 1.5%. Dividend yield in 2008 was 2.9%.

Percentage growth = [(Value in 2008 - Value in 2007) / Value in 2007] * 100
Percentage growth = [(2.9% - 1.5%) / 1.5%] * 100 = 93.33%",4.913386344909668,False,0.1481,0.1481,1.0,1.0,0.06666666666666667,0.06666666666666667,1.0,0.0
29,in 2018 what was the percent of the cib markets net interest income as part of the managed interest income,"The managed net interest income in 2018 was $55687. The cib markets net interest income in 2018 was $3087.

Percentage calculation: ($3087 / $55687) * 100 = 5.55%

Therefore, the cib markets net interest income was 5.55% of the managed interest income in 2018.",7.2523369789123535,False,0.125,0.125,1.0,1.0,0.06060606060606061,0.06060606060606061,1.0,1.0
30,"what was the increase in the unrecognized tax benefits observed during 2007 and 2008 , in millions of dollars?","The unrecognized tax benefits were $110 million in 2007 and $99 million in 2008.
Increase = $99 million - $110 million = -$11 million.",7.825634956359863,False,0.0714,0.0714,1.0,1.0,0.04,0.04,1.0,1.0
31,what is the growth rate in net sales from 2009 to 2010?,Document 1 mentions $105.9 million of equity gains on acquisitions. Document 2 states sales in 2010 were $989 million compared to $518 million in 2009. Document 5 states net sales were $7.7 billion in 2007 compared to $5.4 billion in 2006. Document 7 states net sales were $12.1 billion in 2008 compa,6.117318153381348,False,0.0526,0.2105,0.0,0.8,0.038461538461538464,0.038461538461538464,1.0,1.0
32,"what was the minimum amount of foreign currency translation loss , in millions?",The minimum foreign currency translation loss was $6.3 million in 2013 (Document 2).,5.633525371551514,False,0.0938,0.0312,0.3333,0.0,0.047619047619047616,0.047619047619047616,1.0,1.0
33,what are the average net unrealized investment gains for the period?,"The net unrealized investment gains are 76, 73, and 52 million for 2007, 2006, and 2005, respectively.

Average = (76 + 73 + 52) / 3 = 201 / 3 = 67 million.",3.763714075088501,False,0.0526,0.0526,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0
34,did abiomed outperform the nasdaq composite index?,"Yes, abiomed outperformed the NASDAQ composite index from 3/31/2007 to 3/31/2012.

Here's the calculation:

*   **Abiomed Inc. growth:** 162.45 / 100 = 1.6245, or a 162.45% increase.
*   **NASDAQ Composite Index growth:** 127.66 / 100 = 1.2766, or a 127.66% increase.",2.9100050926208496,False,0.0833,0.0833,1.0,0.3333,0.7142857142857143,0.14285714285714285,0.2,0.0
35,"in billions , what was the total for 2015 and 2014 relating to commitments to invest in funds managed by the firm?",$2.86 billion (2015) + $2.87 billion (2014) = $5.73 billion.,9.088008880615234,False,0.0526,0.0526,1.0,1.0,0.058823529411764705,0.029411764705882353,0.5,1.0
36,what was the percentage change in net earnings from continuing operations from 2014 to 2015?,"The net earnings from continuing operations were $3538 in 2015 and $3480 in 2014.

Percentage change = ((2015 value - 2014 value) / 2014 value) * 100
Percentage change = (($3538 - $3480) / $3480) * 100
Percentage change = ($58 / $3480) * 100
Percentage change = 0.01666666666 * 100
Percentage change ",5.378283977508545,False,0.0526,0.0526,1.0,1.0,0.04,0.04,1.0,1.0
37,how many total shares were repurchase in the periods 11/01/04 2013 11/30/04 and \\n12/01/04 2013 12/31/04?,I cannot answer. There is no data regarding share repurchases for the periods 11/01/2013 - 11/30/2013 and 12/01/2013 - 12/31/2013.,5.305023670196533,False,0.0,0.0,0.0,1.0,0.04,0.04,1.0,1.0
38,"without employee severance costs in 2004 and 2005 , what would have been the increase in net income in millions?\\n\\n",I cannot answer. There is no information about net income in the provided context.,3.9250128269195557,False,0.0,0.0,0.0,1.0,0.08571428571428572,0.08571428571428572,1.0,1.0
39,what is the money pool activity use of operating cash flows as a percentage of receivables from the money pool in 2003?,I cannot answer. There is no data on receivables from the money pool in 2003. The context states the money pool used $12.0 million of operating cash flows in 2003.,6.763685703277588,False,0.0667,0.0667,1.0,1.0,0.1,0.1,1.0,1.0
40,what is the borrowing under the term loan facility as a percentage of the total contractual maturities of long-term debt,"Borrowing under the term loan facility was $25.0 million (Document 7). Total contractual maturities of long-term debt obligations due subsequent to December 31, 2016 is $15 (Document 1).

Percentage = ($25.0 million / $15) * 100% = 166.67%",6.955371856689453,False,0.1176,0.1176,0.5,0.3333,0.06666666666666667,0.06666666666666667,1.0,1.0
41,"what is the total exposure to government related derivatives , in millions?","$16.6 billion and $19.6 billion at December 31, 2015 and 2014, respectively.",-0.5373361110687256,False,0.0,0.0588,0.0,0.0,0.045454545454545456,0.045454545454545456,1.0,1.0
42,what is the sales growth rate from 2017 to 2018?,"Market making revenues were $9.45 billion in 2018, and $7.66 billion in 2017.

Growth rate = (2018 Value - 2017 Value) / 2017 Value
Growth rate = ($9.45B - $7.66B) / $7.66B = 1.8%",2.431964874267578,False,0.1176,0.1176,1.0,0.3333,0.04,0.04,1.0,1.0
43,by what percentage did average borrowings decrease from 2016 to 2017?,"Average borrowings decreased by 8.4%.
Formula: (($850 - $779) / $850) * 100 = 8.4%",6.199605464935303,False,0.0476,0.0476,1.0,1.0,0.05555555555555555,0.05555555555555555,1.0,1.0
44,what is the maximum depreciation rate that can be used for furniture fixtures and equipment?,"The maximum depreciation rate for furniture and equipment is based on a useful life of three to eight years (Document 3). Using the straight-line method, the maximum depreciation rate is 1/3 or approximately 33.33%.",1.888801097869873,False,0.0417,0.0417,1.0,1.0,0.058823529411764705,0.058823529411764705,1.0,1.0
45,what portion of the total 2015 restructuring programs is related to termination benefits?,"The portion of the total 2015 restructuring programs related to termination benefits is $5009 / $7819 = 0.638 or 63.8%.
Formula: (Termination Benefits) / (Total Restructuring Charges) = Portion.
Numbers: $5009 (termination benefits), $7819 (total restructuring charges).",5.118411540985107,False,0.0526,0.0526,1.0,0.3333,0.09090909090909091,0.045454545454545456,0.5,1.0
46,what was the percentage change in the earnings from service operations increased from 2000 to 2001,"The earnings from service operations increased from $32.8 million in 2000 to $35.1 million in 2001.

Percentage change = ((New Value - Old Value) / Old Value) * 100
Percentage change = (($35.1 million - $32.8 million) / $32.8 million) * 100
Percentage change = (2.3 / 32.8) * 100
Percentage change = ",8.873198509216309,False,0.0625,0.0625,1.0,1.0,0.03571428571428571,0.03571428571428571,1.0,1.0
47,in 2004 what was the percent of the change in the employee liability for employee separations,"The employee separation liability as of January 1, 2004, was $2239. The liability as of December 31, 2004, was $665.

Change in liability = $665 - $2239 = -$1574

Percent change = (Change in liability / Initial liability) * 100
Percent change = (-$1574 / $2239) * 100 = -70.23%

Therefore, the percen",5.917759895324707,False,0.087,0.0435,0.5,1.0,0.058823529411764705,0.058823529411764705,1.0,1.0
48,what portion of anios' purchasing price is related to goodwill?,$798.3 million total consideration included satisfaction of outstanding debt for the Anios acquisition. The context does not specify the portion related to goodwill.,2.179391384124756,False,0.0476,0.0476,1.0,1.0,0.15,0.05,0.3333333333333333,1.0
49,"as of december 31 , 2010 what was the par value of the debt outstanding for the fixed rate notes due february 2014 compa",Fixed rate notes due February 2014 had a par value of $750.0 million. Term loan due 2011 had a par value of $420.5 million.,6.014999866485596,False,0.0588,0.0588,1.0,1.0,0.04,0.04,1.0,1.0
