index,question,answer,top_score,judge_failed,pred_relevance,pred_utilization,pred_completeness,pred_adherence,gt_relevance,gt_utilization,gt_completeness,gt_adherence
12,"what was the average for ""other"" loans held in 2012 and 2011?","To calculate the average for ""other"" loans held in 2012 and 2011, we need to extract the relevant data from Document 2.

According to Document 2, the balance relating to commercial mortgage loans held for sale (which is the only type of ""other"" loan mentioned) was:

* $772 million at December 31, 20",5.176003456115723,False,0.1333,0.1333,1.0,1.0,0.034482758620689655,0.034482758620689655,1.0,1.0
13,what is the percentage change in total financial liabilities at fair value in 2012?,"To calculate the percentage change in total financial liabilities at fair value in 2012, we need to extract the relevant numbers from the context.

From Document 5, we have:

* Total liabilities as of December 2012: $ 833.04 billion
* Total liabilities as of December 2013: $ 833.04 billion - $ 29.80",4.893124103546143,False,0.2,0.2,1.0,1.0,0.06666666666666667,0.06666666666666667,1.0,1.0
14,"what are the net revenues in investment management in 2016 , in billions?","To find the net revenues in investment management in 2016, we need to look at the information provided in the documents.

From Document 1, we know that net revenues in investment management were $6.22 billion for 2017, which is 7% higher than 2016.

We can set up an equation to represent this:

2016",8.69546890258789,False,0.1176,0.1176,1.0,1.0,0.02857142857142857,0.02857142857142857,1.0,1.0
15,was was the total amount spent on stock repurchases in december 2012?,"To find the total amount spent on stock repurchases in December 2012, we need to look at Document 2.

According to Document 2, the issuer purchased 619,314 shares of common stock for an aggregate of approximately $46.0 million, including commissions and fees.

So, the total amount spent on stock rep",8.529592514038086,False,0.1111,0.1111,1.0,1.0,0.09090909090909091,0.0,0.0,0.0
16,what was the net change in tax positions in 2014,"To calculate the net change in tax positions in 2014, we need to consider the information from Document 2 and Document 4.

From Document 2, we know that the uncertain tax positions as of December 31, 2015 totaled $1.1 billion, which exclude the federal benefits on state tax positions that were recor",3.8242485523223877,False,0.4615,0.5385,1.0,0.6667,0.038461538461538464,0.038461538461538464,1.0,1.0
17,what portion of the total noncancelable future lease commitments are due in fiscal year of 2019?,"To find the portion of the total noncancelable future lease commitments due in fiscal year 2019, we need to look at the ""operating leases"" column in Document 1.

The total noncancelable future lease commitments for operating leases are $559.3 million (from the ""total noncancelable future lease commi",4.477112770080566,False,0.1429,0.1429,1.0,1.0,0.1,0.05,0.5,1.0
18,"in millions for 2012 and 2011 , what was the maximum tier 2 capital?","To find the maximum tier 2 capital, we need to consider the information from Document 3, which states that tier 2 capital consists of preferred stock not qualifying as tier 1, subordinated long-term debt, and other instruments qualifying as tier 2, and the aggregate allowance for credit losses up to",5.832295894622803,False,0.3,0.3,1.0,1.0,0.038461538461538464,0.038461538461538464,1.0,1.0
19,what portion of the total restricted units will vest in 2011?,"To determine the portion of the total restricted units that will vest in 2011, we need to consider the vesting schedule mentioned in Document 2.

According to Document 2, one-third of the earned units converted to unrestricted common stock after the three-year performance period, which concluded in ",1.341237187385559,False,0.5833,0.5833,1.0,1.0,0.037037037037037035,0.037037037037037035,1.0,1.0
20,what was the percent change in number of shares purchased by employees between 2010 and 2011,"To calculate the percent change in number of shares purchased by employees between 2010 and 2011, we need to extract the relevant numbers from the context.

In 2010, employees purchased 2.7 million shares.
In 2011, employees purchased 2.2 million shares.

The percent change can be calculated as foll",6.486034870147705,False,0.0714,0.0714,1.0,1.0,0.03571428571428571,0.03571428571428571,1.0,1.0
21,what was the percent of the total gains that was from the sales of land,"To calculate the percentage of total gains from the sales of land, we need to extract the relevant data from the tables.

From Document 2, we have the total gains for 2001 and 2000:
- Total gains in 2001 = $45,708
- Total gains in 2000 = $60,692

From Document 2, we also have the gains from land sal",1.6207047700881958,False,0.2,0.2,1.0,1.0,0.03571428571428571,0.03571428571428571,1.0,1.0
22,what was the percentual decrease observed in the liabilities for accrued interest and penalties during 2012 and 2013?,"To calculate the percentual decrease in liabilities for accrued interest and penalties during 2012 and 2013, we need to extract the relevant numbers from the context.

As of December 31, 2012, liabilities for accrued interest and penalties were $1.2 billion.
As of December 31, 2013, liabilities for ",4.837414741516113,False,0.1667,0.1667,1.0,1.0,0.03225806451612903,0.03225806451612903,1.0,1.0
23,what portion of the total estimated purchase price is paid in cash?,"To determine the portion of the total estimated purchase price paid in cash, we need to look at the specific numbers mentioned in the context.

From Document 1, we know that the aggregate purchase price was approximately $45.1 million, which consisted of:

* $42.2 million of our common stock
* $1.6 ",4.431729316711426,False,0.1111,0.1111,1.0,1.0,0.15789473684210525,0.05263157894736842,0.3333333333333333,1.0
24,as a result of the sales of certain non-core towers and other assets what was the percent of the change in the recorded ,"To calculate the percent of change in the recorded net losses from 2007 to 2008, we need to extract the relevant numbers from the context.

From Document 4, we have the following numbers:

* Net losses from asset sales and other impairments for 2007: $7.1 million
* Net losses from asset sales and ot",5.760815143585205,False,0.2857,0.2857,1.0,1.0,0.12121212121212122,0.06060606060606061,0.5,0.0
25,what was the percentage rent increase between 2007 and 2008?,"To calculate the percentage rent increase between 2007 and 2008, we need to know the rent for 2007 and 2008. However, the rent for 2007 is not explicitly mentioned in the documents. 

Document 2 mentions the base rent for 2008-2010, which is $40,000 per month. 

To find the annual rent for 2008, we ",2.4526915550231934,False,0.1111,0.1111,1.0,1.0,0.03225806451612903,0.03225806451612903,1.0,1.0
26,what was the percentage change in the the research and development costs from 2014 to 2015,"To calculate the percentage change in research and development costs from 2014 to 2015, we need to first find the difference in costs and then divide by the original cost, and finally multiply by 100.

Research and development costs for 2014: $86 million
Research and development costs for 2015: $119",5.267819404602051,False,0.1,0.1,1.0,1.0,0.03571428571428571,0.03571428571428571,1.0,1.0
27,what was the lowest effective tax rate in the three year period?,"To find the lowest effective tax rate, I'll extract the effective tax rates from the documents:

* 2015: 24.0% (Document 1)
* 2014: 27.1% (Document 1)
* 2013: 28.1% (Document 2)
* 2012: 29.0% (Document 2 and Document 4)
* 2011: 27.8% (Document 4)
* 2016: Not directly mentioned, but implied to be low",0.0866883173584938,False,0.3333,0.3333,1.0,1.0,0.08333333333333333,0.08333333333333333,1.0,1.0
28,what was the percentage growth in the dividend yield from 2007 to 2008,"To calculate the percentage growth in the dividend yield from 2007 to 2008, we need to first determine the dividend yield for both years.

From Document 3, we know that the quarterly cash dividend in 2007 was $0.27 per share, and in 2008 it was $0.30 per share. 

To calculate the dividend yield, we ",4.517314434051514,False,0.3077,0.3077,1.0,0.4,0.06666666666666667,0.06666666666666667,1.0,0.0
29,in 2018 what was the percent of the cib markets net interest income as part of the managed interest income,"To calculate the percentage of CIB Markets net interest income as part of the managed interest income in 2018, we need to divide the CIB Markets net interest income by the managed net interest income and multiply by 100.

From Document 2, we have:

CIB Markets net interest income (c) = $3087
Managed",7.252335548400879,False,0.5,0.5,1.0,1.0,0.06060606060606061,0.06060606060606061,1.0,1.0
